Text;TEI type;ADJ;ADVB;INTJ;NOUN;PREP;VERB
к аграфене кондратьевне;delivery;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
к городничему и добчинскому;delivery;0.0;0.0;0.0;0.5;0.25;0.0
к зрителям;delivery;0.0;0.0;0.0;0.5;0.5;0.0
к ней;delivery;0.0;0.0;0.0;0.0;0.5;0.0
к нему;delivery;0.0;0.0;0.0;0.0;0.5;0.0
к осипу;delivery;0.0;0.0;0.0;0.5;0.5;0.0
к публике;delivery;0.0;0.0;0.0;0.5;0.5;0.0
к тишке;delivery;0.0;0.0;0.0;0.5;0.5;0.0
как тихое и внятное эхо;delivery;0.4;0.0;0.0;0.2;0.0;0.0
"квартальные отворяют обе половинки дверей. входит хлестаков ; за ним городничий , далее попечитель богоугодных заведений, смотритель училищ, добчинский и бобчинский с пластырем на носу. городничий указывает квартальным на полу бумажку – они бегут и снимают ее, толкая друг друга впопыхах";setting;0.08695652173913042;0.043478260869565216;0.0;0.3478260869565217;0.08695652173913042;0.10869565217391304
квартальный бежит впопыхах;business;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
квартальный уходит;exit;0.5;0.0;0.0;0.0;0.0;0.5
кий и астрада;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
кий и сталверх;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
кий и сталверх с кубком;modifier;0.0;0.0;0.0;0.6;0.2;0.0
кий и хорев;modifier;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0
кий, велькар с завлоховым мечем и несколько воинов с ним;modifier;0.09090909090909093;0.09090909090909093;0.0;0.2727272727272727;0.18181818181818185;0.09090909090909093
кий, сталверх и два стража;modifier;0.0;0.0;0.0;0.5;0.0;0.0
кий, сталверх и оснельда;modifier;0.0;0.0;0.0;0.6;0.0;0.0
кий, хорев, завлох, велькар и воины;modifier;0.1111111111111111;0.0;0.0;0.4444444444444444;0.0;0.0
кладет астрову голову на грудь;business;0.0;0.0;0.0;0.6;0.2;0.2
кладет баночку в аптеку и затягивает ремни;business;0.0;0.0;0.0;0.42857142857142855;0.14285714285714285;0.2857142857142857
"кладет букет на стул; волнуясь, вытирает платком лицо и за воротником";business;0.0;0.0;0.0;0.38461538461538464;0.15384615384615385;0.15384615384615385
кладет бумажник на стол;business;0.0;0.0;0.0;0.5;0.25;0.25
кладет ей голову на грудь;business;0.0;0.0;0.0;0.4;0.2;0.2
кланяется;business;0.0;0.0;0.0;0.0;0.0;1.0
кланяются в ноги;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
кланяясь;business;0.0;0.0;0.0;0.0;0.0;0.0
кланяясь в ноги;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
ковыряет пальцем в зубах;business;0.0;0.0;0.0;0.5;0.25;0.25
колокольчик звенит. занавес опускается;setting;0.0;0.0;0.0;0.4;0.0;0.4
"комната ивана петровича; тут его спальня, тут же и контора имения. у окна большой стол с приходо-расходными книгами и бумагами всякого рода, конторка, шкапы, весы. стол поменьше для астрова; на этом столе принадлежности для рисования, краски; возле папка. клетка со скворцом. на стене карта африки, видимо, никому здесь не нужная. громадный диван, обитый клеенкой. налево – дверь, ведущая в покои; направо – дверь в сени; подле правой двери положен половик, чтобы не нагрязнили мужики. – осенний вечер. тишина";setting;0.10679611650485436;0.07766990291262135;0.0;0.3495145631067961;0.08737864077669902;0.009708737864077669
конец трагедии;mixed;0.0;0.0;0.0;1.0;0.0;0.0
контора в доме большова. прямо дверь, на левой стороне лестница наверх;setting;0.07692307692307693;0.15384615384615385;0.0;0.4615384615384616;0.15384615384615385;0.0
коробкину;delivery;0.0;0.0;0.0;1.0;0.0;0.0
крепко пожимает руку;business;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
крепко целует руку у елены андреевны;business;0.0;0.16666666666666666;0.0;0.5;0.16666666666666666;0.16666666666666666
кричит;delivery;0.0;0.0;0.0;0.0;0.0;1.0
кричит в окно;delivery;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
кричит до тех пор, пока не опускается занавес. так занавес и закрывает их обеих, стоящих у окна;business;0.1;0.05;0.0;0.2;0.1;0.15
кричит сердито;delivery;0.0;0.5;0.0;0.0;0.0;0.5
купцы уходят;exit;0.0;0.0;0.0;0.5;0.0;0.5
купцы уходят. слышен голос женщины: «нет, ты не смеешь не допустить меня! я на тебя нажалуюсь ему самому. ты не толкайся так больно!»;setting;0.06666666666666668;0.03333333333333333;0.0;0.1;0.03333333333333333;0.16666666666666666
кутает ему ноги;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
лежит на барской постеле;setting;0.25;0.25;0.0;0.0;0.25;0.25
лезет на стул коленками и смотрит в зеркало;business;0.0;0.0;0.0;0.375;0.25;0.25
летит вон почти бегом и говорит в сторону;delivery;0.0;0.375;0.0;0.125;0.125;0.25
липочка и аграфена кондратьевна;modifier;0.0;0.0;0.0;0.75;0.0;0.0
липочка и лазарь встают;business;0.0;0.0;0.0;0.5;0.0;0.25
липочка и лазарь целуются;business;0.0;0.0;0.0;0.5;0.0;0.25
липочка и подхалюзин;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
липочка плачет;business;0.0;0.0;0.0;0.5;0.0;0.5
липочка плачет громче и потом рыдает;business;0.16666666666666666;0.16666666666666666;0.0;0.16666666666666666;0.0;0.3333333333333333
ломая руки;business;0.0;0.0;0.0;0.5;0.0;0.0
лука лукич молчит;business;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
лука лукич находится в совершенном недоумении, что сказать;modifier;0.1111111111111111;0.0;0.0;0.3333333333333333;0.1111111111111111;0.2222222222222222
лука лукич пробует закурить и весь дрожит;business;0.14285714285714285;0.0;0.0;0.2857142857142857;0.0;0.42857142857142855
луке лукичу;delivery;0.0;0.0;0.0;1.0;0.0;0.0
марина (сырая, малоподвижная старушка, сидит у самовара, нижет чулок) и астров (ходит возле;modifier;0.15789473684210525;0.05263157894736842;0.0;0.21052631578947367;0.05263157894736842;0.15789473684210525
марине;delivery;0.0;0.0;0.0;1.0;0.0;0.0
марине и телегину;delivery;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
мария васильевна идет за ним;exit;0.0;0.0;0.0;0.4;0.2;0.2
марья антоновна уходит в слезах;exit;0.0;0.0;0.0;0.6;0.2;0.2
махнув рукой;business;0.0;0.0;0.0;0.5;0.0;0.0
махнув рукою;business;0.0;0.0;0.0;0.5;0.0;0.0
махнул рукой;business;0.0;0.0;0.0;0.5;0.0;0.5
машет платком;business;0.0;0.0;0.0;0.5;0.0;0.5
машет рукою;business;0.0;0.0;0.0;0.5;0.0;0.5
медленно входит;entrance;0.0;0.5;0.0;0.0;0.0;0.5
мечтательно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
мешает ему;business;0.0;0.0;0.0;0.0;0.0;0.5
мешая ей говорить;delivery;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
мешая ей говорить, живо;delivery;0.0;0.2;0.0;0.0;0.0;0.2
мистики некоторое время молчат;business;0.25;0.0;0.0;0.5;0.0;0.25
мишка входит;entrance;0.0;0.0;0.0;0.5;0.0;0.5
мишка и осип;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
множество гостей в сюртуках и фраках подходят сначала к ручке анны андреевны, говоря: «анна андреевна!» – потом к марье антоновне, говоря: «марья антоновна!»;setting;0.0;0.06451612903225806;0.0;0.41935483870967744;0.0967741935483871;0.03225806451612903
молния;setting;0.0;0.0;0.0;1.0;0.0;0.0
молчание;delivery;0.0;0.0;0.0;1.0;0.0;0.0
молчание;business;0.0;0.0;0.0;1.0;0.0;0.0
мужу;delivery;0.0;0.0;0.0;1.0;0.0;0.0
надевает очки и просматривает;business;0.0;0.0;0.0;0.25;0.0;0.5
надевает очки и читает;delivery;0.0;0.0;0.0;0.25;0.0;0.5
наливает;business;0.0;0.0;0.0;0.0;0.0;1.0
наливает вина и подходит к рисположенскому. рисположенский кланяется и отказывается;business;0.18181818181818185;0.0;0.0;0.09090909090909093;0.09090909090909093;0.3636363636363637
наливает стакан;business;0.0;0.0;0.0;0.5;0.0;0.5
наливает суп и ест;business;0.0;0.0;0.0;0.25;0.0;0.5
наливает чай;business;0.0;0.0;0.0;0.0;0.0;1.0
написавши, отдает добчинскому, который подходит к двери, но в это время дверь обрывается и подслушивавший с другой стороны бобчинский летит вместе с нею на сцену. все издают восклицания. бобчинский подымается;mixed;0.14285714285714285;0.028571428571428567;0.0;0.22857142857142854;0.14285714285714285;0.17142857142857146
насвистывает сначала из «роберта», потом «не шей ты мне, матушка», а наконец ни се ни то;business;0.0;0.14285714285714285;0.0;0.14285714285714285;0.047619047619047616;0.047619047619047616
начинает писать;business;0.0;0.0;0.0;0.0;0.0;1.0
нашел фуражку;business;0.0;0.0;0.0;0.5;0.0;0.5
не видя войницкого;business;0.3333333333333333;0.0;0.0;0.0;0.0;0.0
не давая письма;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
не пускает ее;business;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
не сразу;business;0.0;0.5;0.0;0.0;0.0;0.0
нежно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
немного оправившись и протянув руки по швам;business;0.0;0.14285714285714285;0.0;0.2857142857142857;0.14285714285714285;0.0
немного отошел;business;0.0;0.5;0.0;0.0;0.0;0.5
немного отступя от окна, с досадою;delivery;0.0;0.2857142857142857;0.0;0.2857142857142857;0.2857142857142857;0.0
немного погодя входит: он уже в жилетке и галстуке;entrance;0.0;0.3;0.0;0.2;0.1;0.1
немного подумав;business;0.0;0.5;0.0;0.0;0.0;0.0
нервно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
нервно перебирает на столе бумаги;business;0.0;0.2;0.0;0.4;0.2;0.2
нерешительно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
нехотя принимает стакан;business;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
низко кланяется;business;0.0;0.5;0.0;0.0;0.0;0.5
няня садится и вяжет чулок;business;0.0;0.0;0.0;0.4;0.0;0.4
няня уходит, елена андреевна берет свою чашку и пьет, сидя на качелях;mixed;0.07142857142857142;0.0;0.0;0.35714285714285715;0.07142857142857142;0.21428571428571427
оба несут чемодан в боковую комнату;business;0.16666666666666666;0.0;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666
оба петра ивановича забегают на цыпочках;entrance;0.0;0.0;0.0;0.5;0.16666666666666666;0.16666666666666666
оба пишут молча;business;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
оба подходят в одно время и сталкиваются лбами;business;0.125;0.0;0.0;0.25;0.125;0.25
оба прислушиваются;business;0.0;0.0;0.0;0.0;0.0;0.5
оба садятся;business;0.0;0.0;0.0;0.0;0.0;0.5
оба стоят у буфета и едят;business;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3333333333333333
оба уходят;exit;0.0;0.0;0.0;0.0;0.0;0.5
оба уходят в дом;exit;0.0;0.0;0.0;0.25;0.25;0.25
обе взволнованы;business;0.0;0.0;0.0;0.0;0.0;0.0
обе смотрят в окно;business;0.0;0.0;0.0;0.25;0.25;0.25
обнимает его;business;0.0;0.0;0.0;0.0;0.0;0.5
обнимает его порывисто, и оба тотчас же быстро отходят друг от друга;business;0.0;0.2307692307692308;0.0;0.15384615384615385;0.07692307692307693;0.15384615384615385
обнимает ее;business;0.0;0.0;0.0;0.0;0.0;0.5
обращаясь к бобчинскому;delivery;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0
обращаясь к нему;delivery;0.0;0.0;0.0;0.0;0.3333333333333333;0.0
обращаясь к осипу;delivery;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
обращаясь ко всем;delivery;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0
обтирает;business;0.0;0.0;0.0;0.0;0.0;1.0
общий поклон;business;0.5;0.0;0.0;0.5;0.0;0.0
общий ужас. руки всплеснулись. фалды сюртуков раскачиваются. председатель собрания торжественно подходит к пьеро;business;0.0625;0.0625;0.0;0.4375;0.0625;0.1875
обыкновенная театральная комната с тремя стенами, окном и дверью;setting;0.2;0.0;0.0;0.4;0.1;0.0
оглядывается, чтобы взглянуть на себя в зеркало;business;0.0;0.0;0.0;0.125;0.25;0.25
оглянувшись;business;0.0;0.0;0.0;0.0;0.0;0.0
один;modifier;1.0;0.0;0.0;0.0;0.0;0.0
один, выходит с заспанными глазами;entrance;0.3333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666
одна;modifier;1.0;0.0;0.0;0.0;0.0;0.0
окидывает глазами комнату;business;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
окно хлопает от ветра;setting;0.0;0.0;0.0;0.5;0.25;0.25
олимпиада самсоновна выносит платье и отдает устинье наумовне;business;0.0;0.0;0.0;0.625;0.0;0.25
"олимпиада самсоновна сидит у окна в роскошном положении; на ней шелковая блуза, чепчик последнего фасона. подхалюзин в модном сюртуке стоит перед зеркалом. тишка за ним обдергивает и охорашивает";setting;0.125;0.0;0.0;0.34375;0.1875;0.125
олимпиада самсоновна уходит;exit;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
он кладет руку на плечо пьеро. — пьеро свалился навзничь и лежит без движения в белом балахоне. арлекин уводит коломбину за руку. она улыбнулась ему. общий упадок настроения. все безжизненно повисли на стульях. рукава сюртуков вытянулись и закрыли кисти рук, будто рук и не было. головы ушли в воротники. кажется, на стульях висят пустые сюртуки. вдруг пьеро вскочил и убежал. занавес сдвигается. в ту же минуту на подмостки перед занавесом выскакивает взъерошенный и взволнованный автор;mixed;0.045454545454545456;0.03409090909090909;0.0;0.3181818181818182;0.11363636363636365;0.17045454545454544
он не обратил внимания на автора. сидит и мечтательно вздыхает;business;0.0;0.09090909090909093;0.0;0.18181818181818185;0.09090909090909093;0.2727272727272727
он смущен;modifier;0.0;0.0;0.0;0.0;0.0;0.0
"он уходит; соня идет за ним со свечой, чтобы проводить его; марина садится в свое кресло";mixed;0.05263157894736842;0.0;0.0;0.21052631578947367;0.15789473684210525;0.21052631578947367
опускается головой на стол;business;0.0;0.0;0.0;0.5;0.25;0.25
освободившись, вбегает и ищет глазами серебрякова;entrance;0.0;0.0;0.0;0.2857142857142857;0.0;0.2857142857142857
осип и хлестаков;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
осип уходит;exit;0.0;0.0;0.0;0.5;0.0;0.5
осипу;delivery;0.0;0.0;0.0;1.0;0.0;0.0
осматривает склянки на столе;business;0.0;0.0;0.0;0.5;0.25;0.25
оснельда и астрада;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
оснельда и хорев;modifier;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0
оставляя читать;business;0.0;0.0;0.0;0.0;0.0;0.5
останавливается;business;0.0;0.0;0.0;0.0;0.0;1.0
останавливается;delivery;0.0;0.0;0.0;0.0;0.0;1.0
остановясь;business;0.0;0.0;0.0;0.0;0.0;0.0
остаются только астров и войницкий;modifier;0.4;0.0;0.0;0.0;0.0;0.2
от испуга выронил сигару, плюнул и, махнув рукою, про себя;business;0.0;0.0;0.0;0.2307692307692308;0.15384615384615385;0.15384615384615385
отводя его руки;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
отворяет дверь и говорит в дверь;business;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.3333333333333333
отворяя дверь;business;0.0;0.0;0.0;0.5;0.0;0.0
отдает письмо;business;0.0;0.0;0.0;0.5;0.0;0.5
отдает фуражку и тросточку;business;0.0;0.0;0.0;0.5;0.0;0.25
отдвигает стул;business;0.0;0.0;0.0;0.5;0.0;0.5
отдвигается;business;0.0;0.0;0.0;0.0;0.0;1.0
отдвигаясъ;business;0.0;0.0;0.0;1.0;0.0;0.0
открывает окна;business;0.0;0.0;0.0;0.5;0.0;0.5
отнимает руки;business;0.0;0.0;0.0;0.5;0.0;0.5
отнимает руку;business;0.0;0.0;0.0;0.5;0.0;0.5
отходя;business;0.0;0.0;0.0;0.0;0.0;0.0
отъемлет кинжал из рук ея;business;0.0;0.0;0.0;0.8;0.2;0.0
очнувшись;business;0.0;0.0;0.0;0.0;0.0;0.0
падает на колени;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
пауза;business;0.0;0.0;0.0;1.0;0.0;0.0
пауза;setting;0.0;0.0;0.0;1.0;0.0;0.0
пауза. слышны бубенчики;setting;0.25;0.0;0.0;0.5;0.0;0.0
"пауза; слышны звонки";setting;0.25;0.0;0.0;0.5;0.0;0.0
"пауза; сторож в саду стучит и поет песню";mixed;0.0;0.0;0.0;0.4444444444444444;0.1111111111111111;0.2222222222222222
перебивая;delivery;0.0;0.0;0.0;0.0;0.0;0.0
переворачивает письмо и читает адрес;delivery;0.0;0.0;0.0;0.4;0.0;0.4
пишет;business;0.0;0.0;0.0;0.0;0.0;1.0
пишет и в то же время говорит про себя;business;0.0;0.0;0.0;0.1111111111111111;0.2222222222222222;0.2222222222222222
плача;business;0.0;0.0;0.0;0.0;0.0;0.0
плача;delivery;0.0;0.0;0.0;0.0;0.0;0.0
плачет;business;0.0;0.0;0.0;0.0;0.0;1.0
плачут обе вместе;business;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
плачущим голосом;delivery;0.5;0.0;0.0;0.5;0.0;0.0
плюет;business;0.0;0.0;0.0;0.0;0.0;1.0
по бледному лицу бродит растерянная улыбка;business;0.16666666666666666;0.0;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666
по уходе его;setting;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
по уходе их отворяются двери, и мишка выбрасывает из них сор. из других дверей выходит осип с чемоданом на голове;mixed;0.045454545454545456;0.0;0.0;0.3636363636363637;0.2272727272727273;0.13636363636363635
по-прежнему, мечтательно;business;0.2;0.2;0.0;0.0;0.2;0.0
поболтавшись, удаляется. шум. суматоха. веселые крики: «факелы! факелы! факельное шествие!» появляется хор с факелами. маски толпятся, смеются прыгают;business;0.06896551724137931;0.0;0.0;0.3103448275862069;0.03448275862068965;0.1724137931034483
подавая руку астрову;business;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
подает астрову руку;business;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
подает ему аптечку, чемодан и папку;business;0.0;0.0;0.0;0.42857142857142855;0.0;0.14285714285714285
подает ему свечу;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
подает ему сигару;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
подает капли;business;0.0;0.0;0.0;0.5;0.0;0.5
подбегает к окну и кричит;business;0.0;0.0;0.0;0.2;0.2;0.4
подбегая;business;0.0;0.0;0.0;0.0;0.0;0.0
подбоченясь, тихо поет;business;0.0;0.25;0.0;0.0;0.0;0.25
"поднимается на цыпочки; вся сцена вполголоса";mixed;0.14285714285714285;0.14285714285714285;0.0;0.2857142857142857;0.14285714285714285;0.14285714285714285
поднося бумажки;business;0.0;0.0;0.0;0.5;0.0;0.0
подносят ему на серебряном подносе деньги;business;0.16666666666666666;0.0;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666
подойдя к елене андреевне, нетерпеливо;delivery;0.0;0.16666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.0
подсвистывает;business;0.0;0.0;0.0;0.0;0.0;1.0
подумав;business;0.0;0.0;0.0;0.0;0.0;0.0
подхалюзин входит;entrance;0.0;0.0;0.0;0.5;0.0;0.5
подхалюзин и рисположенский;modifier;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0
подхалюзин и тишка;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
подхалюзин к липочка садятся;business;0.0;0.0;0.0;0.5;0.25;0.25
подхалюзин становится;business;0.0;0.0;0.0;0.5;0.0;0.5
подхалюзин, большов и тишка;modifier;0.0;0.0;0.0;0.6;0.0;0.0
подходит и садится к столу;business;0.0;0.0;0.0;0.2;0.2;0.4
подходит к ее ручке;business;0.0;0.0;0.0;0.25;0.25;0.25
подходит к ее ручке и обращается к зрителям с тем же удальством;business;0.0;0.0;0.0;0.25;0.25;0.16666666666666666
подходит к зеркалу и смотрится, потом к отцу;business;0.0;0.1111111111111111;0.0;0.2222222222222222;0.2222222222222222;0.2222222222222222
подходит к карте африки и смотрит на нее;business;0.0;0.0;0.0;0.375;0.25;0.25
подходит к коломбине;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
подходит к нему и треплет по плечу;business;0.0;0.0;0.0;0.14285714285714285;0.2857142857142857;0.2857142857142857
подходит к окну;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
подходит к ручке;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
подходит к ручке анны андреевны;business;0.0;0.0;0.0;0.6;0.2;0.2
подходит к ручке и потом, обратившись к зрителям, щелкает языком с видом удальства;business;0.0;0.06666666666666668;0.0;0.3333333333333333;0.2;0.13333333333333333
подходит к ручке марьи антоновны;business;0.0;0.0;0.0;0.6;0.2;0.2
подходит к серебрякову, нежно;business;0.0;0.2;0.0;0.2;0.2;0.2
подходя и трясясь всем телом, силится выговорить;delivery;0.125;0.0;0.0;0.125;0.0;0.25
подходя к окну;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
подходя к ручке марьи антоновны;business;0.0;0.0;0.0;0.6;0.2;0.0
подымая;business;0.0;0.0;0.0;0.0;0.0;0.0
пожав плечами;business;0.0;0.0;0.0;0.5;0.0;0.0
пожав плечами;delivery;0.0;0.0;0.0;0.5;0.0;0.0
пожал руку;business;0.0;0.0;0.0;0.5;0.0;0.5
пожимает плечами;business;0.0;0.0;0.0;0.5;0.0;0.5
пожимает руки;business;0.0;0.0;0.0;0.5;0.0;0.5
пожимает руку;business;0.0;0.0;0.0;0.5;0.0;0.5
пожимая плечами;business;0.0;0.0;0.0;0.5;0.0;0.0
"поздравительный гул; слышнее других голоса:";setting;0.42857142857142855;0.0;0.0;0.2857142857142857;0.0;0.0
поздравления сливаются в один гул;setting;0.2;0.0;0.0;0.4;0.2;0.2
показывает на добчинского и бобчинского;business;0.4;0.0;0.0;0.0;0.2;0.2
показывает ногою;business;0.0;0.0;0.0;0.5;0.0;0.5
показывает письмо;business;0.0;0.0;0.0;0.5;0.0;0.5
показывает рукою;business;0.0;0.0;0.0;0.5;0.0;0.5
показывается на лестнице;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
показывая на картограмме;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
показывая на сердце;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
покачав головой;business;0.0;0.0;0.0;0.5;0.0;0.0
помогая ему;business;0.0;0.0;0.0;0.0;0.0;0.0
помолчав;business;0.0;0.0;0.0;0.0;0.0;0.0
поправляет плед;business;0.0;0.0;0.0;0.5;0.0;0.5
поскальзывается и чуть-чуть не шлепается на пол, но с почтением поддерживается чиновниками;business;0.0;0.13333333333333333;0.0;0.2;0.13333333333333333;0.2
после небольшого молчания;business;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
после паузы;delivery;0.0;0.0;0.0;0.5;0.5;0.0
посматривает на анну андреевну и рисуется перед ней;business;0.0;0.0;0.0;0.25;0.25;0.25
посматривает на дочь;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
поспешно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
поспешно схватывается с постели;delivery;0.0;0.25;0.0;0.25;0.25;0.25
поспешно уходит вместе с марьей антоновной и говорит за сценою;mixed;0.0;0.2;0.0;0.3;0.2;0.2
потерявшись и роняя на пол ассигнации;business;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.0
потирает руки и подшаркивает ножкой;business;0.0;0.0;0.0;0.4;0.0;0.4
поцеловав дочь;business;0.0;0.0;0.0;0.5;0.0;0.0
поцелуй;business;0.0;0.0;0.0;1.0;0.0;0.0
почтмейстер раскланивается и уходит;exit;0.0;0.0;0.0;0.25;0.0;0.5
появляется стройный юноша в платье арлекина. на нем серебристыми голосами поют бубенцы;business;0.2307692307692308;0.0;0.0;0.38461538461538464;0.15384615384615385;0.15384615384615385
преследуя ее;business;0.0;0.0;0.0;0.0;0.0;0.0
приглаживает ей волосы;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
придвигается ближе с своим стулом и говорит вполголоса;mixed;0.25;0.125;0.0;0.125;0.125;0.25
придвигая стул;business;0.0;0.0;0.0;0.5;0.0;0.0
придвигаясь;business;0.0;0.0;0.0;0.0;0.0;0.0
прижимает его в угол и хватает за шиворот;business;0.0;0.0;0.0;0.25;0.25;0.25
прижимается к нему. первую пару скрывает от зрителей тихий танец масок и паяцов. в средину танца врывается вторая пара влюбленных. впереди — она в черной маске и вьющемся красном плаще. позади — он — весь в черном, гибкий, в красной маске и черном плаще. движения стремительны. он гонится за ней, то настигая, то обгоняя ее. вихрь плащей;setting;0.14705882352941174;0.029411764705882356;0.0;0.25;0.10294117647058824;0.05882352941176471
прижимаясь к няне;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
принимает деньги;business;0.0;0.0;0.0;0.5;0.0;0.5
принимает из окна просьбы, развертывает одну из них и читает:;business;0.08333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.25
принимая деньги;business;0.0;0.0;0.0;0.5;0.0;0.0
принимая стакан;business;0.0;0.0;0.0;0.5;0.0;0.0
принимая шпагу, к квартальному;delivery;0.2;0.0;0.0;0.2;0.2;0.0
приносит свечу. хлестаков печатает. в это время слышен голос держиморды: «куда лезешь, борода? говорят тебе, никого не велено пускать»;setting;0.037037037037037035;0.0;0.0;0.25925925925925924;0.037037037037037035;0.14814814814814814
припадает к ее руке;business;0.0;0.0;0.0;0.25;0.25;0.25
припадая к ее руке;delivery;0.0;0.0;0.0;0.25;0.25;0.0
приподнимается и говорит жалобно и мечтательно;delivery;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333
приподымается со стула, вытянувшись и руки по швам;business;0.0;0.0;0.0;0.3333333333333333;0.2222222222222222;0.1111111111111111
пристально смотрит на него;business;0.0;0.25;0.0;0.0;0.25;0.25
пристают к нему;business;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333
прихлопывает в ладоши и слегка подпрыгивает на стуле;business;0.0;0.125;0.0;0.25;0.25;0.25
про себя, в нерешимости;delivery;0.0;0.0;0.0;0.2;0.4;0.0
провожая;business;0.0;0.0;0.0;0.0;0.0;0.0
продолжает;delivery;0.0;0.0;0.0;0.0;0.0;1.0
продолжает есть;business;0.0;0.0;0.5;0.0;0.0;0.5
продолжает писать;business;0.0;0.0;0.0;0.0;0.0;1.0
продолжает читать;business;0.0;0.0;0.0;0.0;0.0;1.0
продолжая удерживать ее;business;0.0;0.0;0.0;0.0;0.0;0.3333333333333333
продолжая читать;delivery;0.0;0.0;0.0;0.0;0.0;0.5
"произнесенные слова поражают как громом всех. звук изумления единодушно излетает из дамских уст; вся группа, вдруг переменивши положение, остается в окаменении";setting;0.12;0.08;0.0;0.32;0.08;0.12
пронзительно кричит;delivery;0.0;0.5;0.0;0.0;0.0;0.5
пропускает вперед хлестакова и следует за ним, но, оборотившись, говорит с укоризной бобчинскому;mixed;0.0625;0.0625;0.0;0.125;0.125;0.1875
просматривает дальше;business;0.5;0.0;0.0;0.0;0.0;0.5
