text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year
(вдруг просыпается, встает с кресел, оглядывается);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Стучится к Софии.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Отходит от дверей.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Опять к дверям.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(из своей комнаты);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(оттуда же);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(прочь от дверей);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Лиза и Фамусов;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Останавливает часовую музыку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Жмется к ней и заигрывает);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(как можно громче);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(зажимает ей рот);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(торопливо);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Крадется вон из комнаты на цыпочках.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(одна);0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Лиза, София со свечкою, за ней Молчалин.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Тушит свечу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Молчалину);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Разводит их, Молчалин в дверях сталкивается с Фамусовым.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза, Молчалин, Фамусов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(сквозь слезы);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Садится.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Встает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Молчалину);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит с Молчалиным, в дверях пропускает его вперед.);0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Продолжает хохотать.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с огорчением);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза, слуга, за ним Чацкий.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза, Чацкий.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(С жаром целует руку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(в сторону);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Громко и принужденно);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза, Чацкий, Фамусов.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(ей вслед вполголоса);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Фамусов, Чацкий (смотрит на дверь, в которую София вышла).;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Обнимаются.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Садятся.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(рассеянно);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Встает поспешно.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(В дверях);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(один);0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Слуге);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(скороговоркой);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(входит);0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(ничего не видит и не слышит.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(оборачивается);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(встает);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Поспешно уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, Фамусов, Скалозуб.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(густым басом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Садятся все трое. Чацкий поодаль.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Чацкому);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Скалозубу);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Громко.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Скалозуб, Чацкий, София, Лиза.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(бежит к окну);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Теряет чувства.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(хлопочет около барышни);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с глубоким вздохом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Торопко и громко);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Лизе.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(отводит ее в сторону);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
София, Лиза, Чацкий, Скалозуб, Молчалин (с подвязанною рукою).;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(не глядя ни на кого);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(по-прежнему);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Берет шляпу и уходит.);0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(жмет руку Молчалину);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Целует ей руку.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Хочет ее обнять.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит в боковую дверь.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит к себе.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, потом София.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(держит ее);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(В сторону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Громко.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Вслух.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с жаром);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(В сторону);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(В сторону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(в сторону);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Вслух.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(шепотом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Обращается к нему.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(почти громко);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Вечер. Все двери настежь, кроме в спальню к Софии. В перспективе раскрывается ряд освещенных комнат. Слуги суетятся, один из них, главный, говорит:;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Стучится к Софии в дверь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, Наталья Дмитриевна, молодая дама.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, Наталья Дмитриевна, Платон Михайлович.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(хладнокровно);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(глаза к небу);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(со вздохом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же, Князь Тугоуховский и Княгиня с шестью дочерьми.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(тоненьким голоском);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(к ней оборачивает слуховую трубку);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Отправляется, вьется около Чацкого и покашливает);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(громко, что есть мочи);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же и Графини Хрюмины: бабушка и внучка.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Пропадает в боковую комнату.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(вернувшись, направляет на Чацкого двойной лорнет);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же и множество других гостей. Между прочим Загорецкий. Мужчины являются, шаркают, отходят в сторону, кочуют из комнаты в комнату и проч. София от себя выходит, все к ней навстречу.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Чацкому);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Села.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с хохотом Платону Михайловичу);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(громогласно);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же и Скалозуб, потом Молчалин.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Подводит к Хлёстовой);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(сидя);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(басом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Его и князя уводит с собою.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Софии);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(подает ей карту);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Встает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Уходит, за ней Молчалин и многие другие.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, София и несколько посторонних, которые в продолжении расходятся.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(про себя);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(подходит);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(помолчавши);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(смотрит на него пристально);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(В сторону.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Загорецкий, потом графиня внучка.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же и Графиня бабушка.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Указывает на Загорецкого.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Загорецкий, графиня бабушка.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Графиня бабушка и Князь Тугоуховский.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Те же и Хлёстова, София, Молчалин, Платон Михайлович, Наталья Дмитриевна, Графиня внучка, Княгиня с дочерьми, Загорецкий, Скалозуб, потом Фамусов и многие другие.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(входя);0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с жаром);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Пятятся от него в противную сторону.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Опасливо.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Подходит к Софье.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Делает знак Софии.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Чацкому);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Оглядывается, все в вальсе кружатся с величайшим усердием. Старики разбрелись к карточным столам.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
У Фамусова в доме парадные сени. большая лестница из второго жилья, к которой примыкают многие побочные из антресолей. внизу справа (от действующих лиц) выход на крыльцо и швейцарская ложа. слева, на одном же плане, комната Молчалина. Ночь. Слабое освещение. Лакеи иные суетятся, иные спят в ожидании господ своих.;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Графиня бабушка, графиня внучка, впереди их Лакей.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(покуда ее укутывают);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Платон Михайлович и Наталья Дмитриевна. один лакей около их хлопочет, другой у подъезда кричит:;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(целует мужа в лоб.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уходит с лакеем.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(хладнокровно);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с крыльца);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(со вздохом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уезжает.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, Репетилов (вбегает с крыльца, при самом входе падает со всех ног и поспешно оправляется).;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(у подъезда);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
Те же и Скалозуб, спускается с лестницы.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(к нему навстречу);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Душит его в объятиях.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Входит в швейцарскую.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Скалозубу);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Ищет Чацкого глазами.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Останавливается, увидя, что Загорецкий заступил место Скалозуба, который покудова уехал.);0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с досадой);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Репетилов, Загорецкий, Князь и Княгиня с шестью дочерями, немного погодя Хлёстова спускается с парадной лестницы, Молчалин ведет ее под руку. Лакеи в суетах.;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(затыкает себе уши);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с лестницы);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(друг к другу);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Княжеская фамилия уезжает и Загорецкий тоже.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Репетилов, Хлёстова, Молчалин.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уезжает.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Репетилов с своим лакеем.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уезжает.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Последняя лампа гаснет.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(выходит из швейцарской);0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(над лестницей во втором этаже, со свечкою);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(Поспешно опять дверь припирает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(с крыльца);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(Выталкивает его вон.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Прячется за колонну.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий спрятан. Лиза со свечкой.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Осматривается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Стучится к Молчалину.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий за колонною, Лиза, Молчалин (потягивается и зевает), София (крадется сверху).;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(в сторону);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(за колонною);0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;griboyedov-gore-ot-uma;1825
(хочет идти, София не пускает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(почти шепотом. вся сцена вполголоса);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(бросается на колена, София отталкивает его);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(ползает у ног ее);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(бросается между ними);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Лиза свечку роняет с испугу. Молчалин скрывается к себе в комнату.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(вся в слезах);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
Чацкий, София, Лиза, Фамусов, толпа слуг со свечами.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Софии);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(после некоторого молчания);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(С жаром.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Насмешливо.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
(Уезжает.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;griboyedov-gore-ot-uma;1825
В доме Прозоровых. Гостиная с колоннами, за которыми виден большой зал. Полдень. на дворе солнечно, весело. В зале накрывают стол для завтрака.;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;chekhov-tri-sestry;1901
Ольга в синем форменном платье учительницы женской гимназии, все время поправляет ученические тетрадки, стоя и на ходу. Маша в черном платье, со шляпкой на коленях сидит и читает книжку, Ирина в белом платье стоит задумавшись.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
(Часы бьют двенадцать.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
Пауза.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
За колоннами, в зале около стола показываются барон Тузенбах, Чебутыкин и Соленый.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
Маша, задумавшись над книжкой, тихо насвистывает песню.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
Пауза.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
Чебутыкин и Тузенбах смеются.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;chekhov-tri-sestry;1901
