text;setting;entrance;exit;business;delivery;modifier;location;unknown
(Увидев Кулыгина, вскрикивает. тот смеется и снимает усы и бороду.);;;;1;;;;
(Ирине.);;;;;1;;;
(Вздыхает.);;;;1;;;;
(Ирине.);;;;;1;;;
(Строго.);;;;;1;;;
(Проходя в дом, горничной.);;;;1;1;;;
(Кричит.);;;;1;;;;
За сценой музыка играет марш. все слушают.;;;;1;;;;
Входит Чебутыкин.;;1;;;;;;
(Мужу.);;;;;1;;;
(Уходит в дом.);;;1;;;;;
Пауза.;;;;1;;;;
(Шепчет ей на ухо.);;;;1;;;;
(в испуге).;;;;1;;;;
(С досадой.);;;;1;;;;
(обнимает Ирину).;;;;1;;;;
(Плачет.);;;;1;;;;
(в глубине сцены садится на скамью).;;;;1;;;1;
(Вынимает из кармана газету.);;;;1;;;;
(Тихо напевает.);;;;1;;;;
Три сестры стоят, прижавшись друг к другу.;;;;1;;;;
(кладет голову на грудь Ольге).;;;;1;;;;
(обнимает обеих сестер).;;;;1;;;;
Музыка играет все тише и тише. Кулыгин, веселый, улыбающийся, несет шляпу и тальму. Андрей везет другую колясочку, в которой сидит Бобик.;;;;1;;;;
(тихо напевает).;;;;1;;;;
(Читает газету.);;;;1;;;;
Занавес;;;;;;;;1
